province,district,palika,final_latitude,final_longitude,final_coordinate_source,final_coordinate_quality,local_unit_source_name,local_unit_source_district,local_unit_source_province,local_unit_match_method,final_review_note
Bagmati,Sindhupalchok,Melamchi Municipality,27.82624455,85.54314235,local_unit_shapefile_centroid,local_unit_confirmed,Melamchi,SINDHUPALCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Sindhupalchok,Panchpokhari Thangpal Rural Municipality,28.01336785,85.64577815,local_unit_shapefile_centroid,local_unit_confirmed,Panchpokhari Thangpal,SINDHUPALCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Sindhupalchok,Sunkoshi Rural Municipality,27.70925935,85.80924353,local_unit_shapefile_centroid,local_unit_confirmed,Sunkoshi,SINDHUPALCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Sindhupalchok,Tripurasundari Rural Municipality,27.75261372,85.94762749,local_unit_shapefile_centroid,local_unit_confirmed,Tripurasundari,SINDHUPALCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Chitwan,Bharatpur Metropolitan City,27.65265551,84.38627132,local_unit_shapefile_centroid,local_unit_confirmed,Bharatpur,CHITAWAN,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Chitwan,Ichchha Kamana Rural Municipality,27.80242612,84.59340298,local_unit_shapefile_centroid,local_unit_confirmed,Ichchhyakamana,CHITAWAN,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Chitwan,Kalika Municipality,27.70952625,84.58837458,local_unit_shapefile_centroid,local_unit_confirmed,Kalika,CHITAWAN,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Chitwan,Khairahani Municipality,27.60550172,84.57333408,local_unit_shapefile_centroid,local_unit_confirmed,Khairahani,CHITAWAN,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Chitwan,Madi Municipality,27.42036446,84.37330078,local_unit_shapefile_centroid,local_unit_confirmed,Madi,CHITAWAN,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Chitwan,Rapti Municipality,27.64915189,84.69182535,local_unit_shapefile_centroid,local_unit_confirmed,Rapti,CHITAWAN,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Chitwan,Ratnanagar Municipality,27.61889798,84.51608015,local_unit_shapefile_centroid,local_unit_confirmed,Ratnanagar,CHITAWAN,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Dhading,Benighat Rorang Rural Municipality,27.75615193,84.76865336,local_unit_shapefile_centroid,local_unit_confirmed,Benighat Rorang,DHADING,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Dhading,Dhunibenshi Municipality,27.72946028,85.18205597,local_unit_shapefile_centroid,local_unit_review_variant,Dhunibesi,DHADING,Bagmati,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Bagmati,Dhading,Gajuri Rural Municipality,27.74932040,84.90540649,local_unit_shapefile_centroid,local_unit_confirmed,Gajuri,DHADING,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Dhading,Galchhi Rural Municipality,27.79272113,84.98984292,local_unit_shapefile_centroid,local_unit_review_variant,Galchi,DHADING,Bagmati,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Bagmati,Dhading,Ganga Jamuna Rural Municipality,28.08622560,84.93204868,local_unit_shapefile_centroid,local_unit_confirmed,Gangajamuna,DHADING,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Dhading,Jwalamukhi Rural Municipality,27.92317214,84.79412114,local_unit_shapefile_centroid,local_unit_confirmed,Jwalamukhi,DHADING,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Dhading,Khaniyabas Rural Municipality,28.08211510,85.04478620,local_unit_shapefile_centroid,local_unit_review_variant,Khaniyabash,DHADING,Bagmati,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Bagmati,Dhading,Netrawati Rural Municipality,27.98645918,84.97381172,local_unit_shapefile_centroid,local_unit_review_variant,Netrawati Dabjong,DHADING,Bagmati,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Bagmati,Dhading,Nilkhantha Municipality,27.91862934,84.92175436,local_unit_shapefile_centroid,local_unit_review_variant,Nilakantha,DHADING,Bagmati,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Bagmati,Dhading,Rubi Valley Rural Municipality,28.22192838,85.09343217,local_unit_shapefile_centroid,local_unit_confirmed,Rubi Valley,DHADING,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Dhading,Siddhalek Rural Municipality,27.84231916,84.84754291,local_unit_shapefile_centroid,local_unit_confirmed,Siddhalek,DHADING,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Dhading,Thakre Rural Municipality,27.73805315,85.06676706,local_unit_shapefile_centroid,local_unit_confirmed,Thakre,DHADING,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Dhading,Tripurasundari Rural Municipality,28.02158238,84.86023529,local_unit_shapefile_centroid,local_unit_confirmed,Tripura Sundari,DHADING,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Dolakha,Baitedhar Rural Municipality,27.63408350,86.13058599,local_unit_shapefile_centroid,local_unit_confirmed,Baiteshwor,DOLAKHA,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Dolakha,Bhimeshwor Municipality,27.68681089,86.02040223,local_unit_shapefile_centroid,local_unit_confirmed,Bhimeshwor,DOLAKHA,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Dolakha,Bigu Rural Municipality,27.93538421,86.16108288,local_unit_shapefile_centroid,local_unit_confirmed,Bigu,DOLAKHA,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Dolakha,Gaurishankar Rural Municipality,27.82329161,86.34582046,local_unit_shapefile_centroid,local_unit_confirmed,Gaurishankar,DOLAKHA,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Dolakha,Jiri Municipality,27.66328513,86.28546641,local_unit_shapefile_centroid,local_unit_confirmed,Jiri,DOLAKHA,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Dolakha,Kalinchowk Rural Municipality,27.74948179,86.09083903,local_unit_shapefile_centroid,local_unit_review_variant,Kalinchok,DOLAKHA,Bagmati,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Bagmati,Dolakha,Melung Rural Municipality,27.54396707,86.04576492,local_unit_shapefile_centroid,local_unit_confirmed,Melung,DOLAKHA,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Dolakha,Shailung Rural Municipality,27.61783328,85.98179651,local_unit_shapefile_centroid,local_unit_review_variant,Sailung,DOLAKHA,Bagmati,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Bagmati,Dolakha,Tamakoshi Rural Municipality,27.54532613,86.12410009,local_unit_shapefile_centroid,local_unit_confirmed,Tamakoshi,DOLAKHA,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Kathmandu,Budhanilkhantha Municipality,27.77205197,85.36454190,local_unit_shapefile_centroid,local_unit_review_variant,Budhanilakantha,KATHMANDU,Bagmati,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Bagmati,Kathmandu,Chandragiri Municipality,27.68662574,85.23178876,local_unit_shapefile_centroid,local_unit_confirmed,Chandragiri,KATHMANDU,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Kathmandu,Dakshinkali Municipality,27.61595037,85.26337882,local_unit_shapefile_centroid,local_unit_confirmed,Dakshinkali,KATHMANDU,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Kathmandu,Gokarneshwor Municipality,27.77368771,85.41623376,local_unit_shapefile_centroid,local_unit_confirmed,Gokarneshwor,KATHMANDU,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Kathmandu,Kageshwori Manahara Municipality,27.73490494,85.42153178,local_unit_shapefile_centroid,local_unit_review_variant,Kageshwori Manahora,KATHMANDU,Bagmati,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Bagmati,Kathmandu,Kathmandu Metropolitan City,27.70876419,85.32952800,local_unit_shapefile_centroid,local_unit_confirmed,Kathmandu,KATHMANDU,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Kathmandu,Kirtipur Municipality,27.66652779,85.27739631,local_unit_shapefile_centroid,local_unit_confirmed,Kirtipur,KATHMANDU,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Kathmandu,Nagarjun Municipality,27.72703759,85.26363246,local_unit_shapefile_centroid,local_unit_confirmed,Nagarjun,KATHMANDU,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Kathmandu,Shankharapur Municipality,27.75330397,85.50131976,local_unit_shapefile_centroid,local_unit_confirmed,Shankharapur,KATHMANDU,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Kathmandu,Tarakeshwor Municipality,27.77749200,85.29930988,local_unit_shapefile_centroid,local_unit_confirmed,Tarakeshwor,KATHMANDU,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Kathmandu,Tokha Municipality,27.77514565,85.33246637,local_unit_shapefile_centroid,local_unit_confirmed,Tokha,KATHMANDU,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Kavrepalanchok,Banepa Municipality,27.64807370,85.51589004,local_unit_shapefile_centroid,local_unit_confirmed,Banepa,KABHREPALANCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Kavrepalanchok,Bethanchowk Rural Municipality,27.50675440,85.49825767,local_unit_shapefile_centroid,local_unit_confirmed,Bethanchowk,KABHREPALANCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Kavrepalanchok,Bhumlu Rural Municipality,27.63604943,85.74805624,local_unit_shapefile_centroid,local_unit_confirmed,Bhumlu,KABHREPALANCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Kavrepalanchok,Chauri Deurali Rural Municipality,27.58053230,85.80743835,local_unit_shapefile_centroid,local_unit_confirmed,Chaurideurali,KABHREPALANCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Kavrepalanchok,Dhulikhel Municipality,27.61769662,85.57456019,local_unit_shapefile_centroid,local_unit_confirmed,Dhulikhel,KABHREPALANCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Kavrepalanchok,Khanikhola Rural Municipality,27.42846977,85.49902124,local_unit_shapefile_centroid,local_unit_confirmed,Khanikhola,KABHREPALANCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Kavrepalanchok,Mahabharat Rural Municipality,27.39210345,85.62395244,local_unit_shapefile_centroid,local_unit_confirmed,Mahabharat,KABHREPALANCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Kavrepalanchok,Mandan Deupur Municipality,27.70995833,85.60095507,local_unit_shapefile_centroid,local_unit_confirmed,Mandandeupur,KABHREPALANCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Kavrepalanchok,Namobuddha Municipality,27.55294680,85.64207812,local_unit_shapefile_centroid,local_unit_confirmed,Namobuddha,KABHREPALANCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Kavrepalanchok,Panauti Municipality,27.57698315,85.48053986,local_unit_shapefile_centroid,local_unit_confirmed,Panauti,KABHREPALANCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Kavrepalanchok,Panchkhal Municipality,27.63671071,85.64091423,local_unit_shapefile_centroid,local_unit_confirmed,Panchkhal,KABHREPALANCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Kavrepalanchok,Roshi Rural Municipality,27.47014532,85.67347640,local_unit_shapefile_centroid,local_unit_confirmed,Roshi,KABHREPALANCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Kavrepalanchok,Temal Rural Municipality,27.50938146,85.75943767,local_unit_shapefile_centroid,local_unit_confirmed,Temal,KABHREPALANCHOK,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Lalitpur,Bagmati Rural Municipality,27.48403979,85.30635595,local_unit_shapefile_centroid,local_unit_confirmed,Bagmati,LALITPUR,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Lalitpur,Godawari Municipality,27.58429034,85.33783151,local_unit_shapefile_centroid,local_unit_confirmed,Godawari,LALITPUR,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Lalitpur,Konjyosom Rural Municipality,27.53019872,85.35249109,local_unit_shapefile_centroid,local_unit_confirmed,Konjyosom,LALITPUR,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Lalitpur,Lalitpur Metropolitan City,27.65033516,85.31799460,local_unit_shapefile_centroid,local_unit_confirmed,Lalitpur,LALITPUR,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Lalitpur,Mahalaxmi Municipality,27.63482024,85.38249198,local_unit_shapefile_centroid,local_unit_confirmed,Mahalaxmi,LALITPUR,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Lalitpur,Mahankal Rural Municipality,27.48747210,85.40109707,local_unit_shapefile_centroid,local_unit_confirmed,Mahankal,LALITPUR,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Makwanpur,Bagmati Rural Municipality,27.30451444,85.40015057,local_unit_shapefile_centroid,local_unit_confirmed,Bagmati,MAKAWANPUR,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Makwanpur,Bakaiya Rural Municipality,27.33218310,85.25504944,local_unit_shapefile_centroid,local_unit_confirmed,Bakaiya,MAKAWANPUR,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Makwanpur,Bhimphedi Rural Municipality,27.52754191,85.10666046,local_unit_shapefile_centroid,local_unit_confirmed,Bhimphedi,MAKAWANPUR,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Bagmati,Makwanpur,Hetauda Sub-Metropolitan City,27.41564814,85.02942391,local_unit_shapefile_centroid,local_unit_confirmed,Hetauda,MAKAWANPUR,Bagmati,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
